Order_ID,Order_Date,Product_ID,Quantity,Customer_Type,Sales_Channel,Revenue_GBP,COGS_GBP,Gross_Profit_GBP
O01147,2026-04-08 00:00:00,P019,28,Wholesale,Direct,5012,3500,1512
O01148,2025-02-09 00:00:00,P011,22,Wholesale,Online,1518,924,594
O01149,2026-06-21 00:00:00,P012,9,Retail,Direct,1071,702,369
O01150,2025-09-18 00:00:00,P010,17,Business,Online,2533,1785,748
O01151,2026-01-30 00:00:00,P008,27,Retail,Online,6993,4995,1998
O01152,2025-08-14 00:00:00,P009,26,Business,Direct,2314,1508,806
O01153,2025-05-04 00:00:00,P004,12,Business,Online,468,264,204
O01154,2025-02-07 00:00:00,P005,7,Wholesale,Online,413,245,168
O01155,2025-11-24 00:00:00,P008,10,Retail,Distributor,2590,1850,740
O01156,2025-09-08 00:00:00,P009,25,Business,Online,2225,1450,775
O01157,2025-06-25 00:00:00,P015,26,Retail,Online,1092,650,442
O01158,2026-03-30 00:00:00,P015,25,Wholesale,Distributor,1050,625,425
O01159,2025-02-06 00:00:00,P016,10,Retail,Direct,790,480,310
O01160,2025-11-12 00:00:00,P014,27,Business,Online,486,270,216
O01161,2025-04-24 00:00:00,P008,13,Business,Online,3367,2405,962
O01162,2025-02-09 00:00:00,P018,19,Business,Online,1805,1178,627
O01163,2025-10-28 00:00:00,P010,11,Retail,Distributor,1639,1155,484
O01164,2025-08-12 00:00:00,P020,13,Wholesale,Direct,845,494,351
O01165,2025-11-14 00:00:00,P006,21,Retail,Online,1155,672,483
O01166,2025-12-15 00:00:00,P012,8,Business,Online,952,624,328
O01167,2025-04-25 00:00:00,P002,8,Retail,Online,256,144,112
O01168,2025-11-19 00:00:00,P007,4,Retail,Distributor,676,460,216
O01169,2025-02-09 00:00:00,P016,15,Retail,Online,1185,720,465
O01170,2025-02-09 00:00:00,P003,28,Retail,Direct,1372,784,588
O01171,2025-10-16 00:00:00,P013,11,Retail,Online,165,88,77
O01172,2025-09-19 00:00:00,P003,11,Retail,Direct,539,308,231
O01173,2025-08-04 00:00:00,P018,1,Retail,Distributor,95,62,33
O01174,2025-05-27 00:00:00,P011,17,Business,Direct,1173,714,459
O01175,2025-12-02 00:00:00,P008,15,Wholesale,Online,3885,2775,1110
O01176,2025-06-17 00:00:00,P006,20,Retail,Direct,1100,640,460
O01177,2025-04-02 00:00:00,P001,6,Retail,Direct,132,72,60
O01178,2025-12-19 00:00:00,P001,24,Retail,Online,528,288,240
O01179,2025-12-29 00:00:00,P008,22,Retail,Distributor,5698,4070,1628
O01180,2025-12-11 00:00:00,P005,28,Business,Direct,1652,980,672
O01181,2025-06-19 00:00:00,P016,25,Business,Distributor,1975,1200,775
O01182,2025-12-22 00:00:00,P011,15,Retail,Direct,1035,630,405
O01183,2025-07-10 00:00:00,P005,9,Retail,Online,531,315,216
O01184,2026-02-26 00:00:00,P004,14,Retail,Online,546,308,238
O01185,2025-01-07 00:00:00,P006,18,Business,Online,990,576,414
O01186,2025-05-13 00:00:00,P014,26,Wholesale,Distributor,468,260,208
O01187,2025-01-31 00:00:00,P019,17,Retail,Direct,3043,2125,918
O01188,2026-06-19 00:00:00,P009,18,Retail,Direct,1602,1044,558
O01189,2026-03-02 00:00:00,P012,5,Wholesale,Online,595,390,205
O01190,2026-01-29 00:00:00,P011,20,Wholesale,Online,1380,840,540
O01191,2025-12-29 00:00:00,P014,20,Retail,Direct,360,200,160
O01192,2026-03-13 00:00:00,P016,9,Retail,Online,711,432,279
O01193,2025-03-23 00:00:00,P001,11,Retail,Online,242,132,110
O01194,2025-12-22 00:00:00,P013,24,Business,Direct,360,192,168
O01195,2025-09-15 00:00:00,P013,22,Retail,Online,330,176,154
O01196,2026-06-08 00:00:00,P002,1,Retail,Online,32,18,14
O01197,2025-10-22 00:00:00,P004,18,Business,Online,702,396,306
O01198,2025-08-12 00:00:00,P006,6,Retail,Online,330,192,138
O01199,2026-06-09 00:00:00,P005,27,Business,Distributor,1593,945,648
O01200,2025-02-15 00:00:00,P003,2,Retail,Online,98,56,42
